
5494295997050146012019165106466540244475275516611391246658335205712485412671293338337733856552090969045963881584067,7866
5494295997050146012019165106466540244475275516611391246659035532223570863704499138354252955267483170233006739957187,5756
5494295997050146012019165106466540244475275516611391246658961972437609301039297937696949740426669470755141927052739,6766
1341380858654820803715616481070932676873846561672702941864865331046350743290784500108219416018701003919925192131,8887
1341380858654820803715616481070932676873846561672702941864916582984341067167379014016381281198561639453997409731,8887
1341380858654820803715616481070932676873846561672702941864946514537873604059143825481755310674804192952477558211,8887
327485561195024610282132929948958173064903958910622208944019069110912828372489326098975428851404677001258435,6857
79952529588629055306705347596279088673414132742589760266699557772185378814668472286080354359232890676675,5857
79952529588629055252312571715425974212484742653041661368156058993607204734605163130722144314004612588995,4857
79952529588629055252312571715425974212484742653041610484515053680891204555114027280612531973057196336579,7866
19519660544098890457636224674474927852025385700901969834489618352888301987899113799264157437527336387,7766
19519660544098890444412225421260944301013209384657308494631182807189084776148501287884751650879186371,5857
19519660544098890457636224674474927852028204021336446149887584071551589289625818517472341808901268931,5857
4765542125024143174905328471987535229739553072393857754419680010456440408075380028595630196925891,5857
4765542125024143174905328471987535229739553072436239874306049254031435713953327172996622944839107,5857
4765542125024143174905328471987535229739553072436970625124714705490537556369685314506450911110595,5857
4765542125024143174905328471987535229739553072437701375943380156949639398786043456016278877382083,5857
